27	88
39	118
28	236
126	245
99	199
32	50
90	160
73	241
93	27
130	32
72	132
61	76
116	177
149	88
22	202
116	152
146	62
22	148
157	119
94	248
108	85
99	119
35	68
68	258
65	223
